annual_income,current_balance,credit_limit,utilization_ratio,late_payments_24m,age,tenure_years,customer_segment,region,risk_label
69767,2636.99,9467,0.279,1,24,5.6,self-employed,midwest,good
84504,0.0,6465,0.0,3,28,1.3,salaried,south,good
75022,3356.95,8809,0.381,0,57,5.0,salaried,northeast,good
68792,5857.72,7928,0.739,0,51,7.1,self-employed,south,bad
85021,51.74,4094,0.013,0,57,4.3,salaried,northeast,good
15000,1828.14,7819,0.234,0,65,3.1,self-employed,midwest,good
78558,3658.21,3068,1.0,1,46,1.4,salaried,midwest,bad
51918,5505.69,13564,0.406,2,63,3.5,self-employed,northeast,bad
28387,2103.55,2576,0.817,0,28,2.0,student,south,bad
75224,1615.5,7217,0.224,0,60,2.7,salaried,northeast,good
92473,0.0,3831,0.0,1,53,3.9,salaried,south,good
62251,3206.88,10282,0.312,1,65,1.8,self-employed,midwest,good
84057,7084.15,6674,1.0,2,49,1.5,retired,south,bad
97246,3554.72,5925,0.6,0,25,2.3,salaried,northeast,good
91298,2955.44,11413,0.259,0,48,6.6,self-employed,south,good
97799,3644.16,8118,0.449,1,73,4.0,salaried,midwest,good
79843,2977.82,10067,0.296,0,60,2.0,retired,midwest,good
66509,1373.97,4075,0.337,0,37,2.1,self-employed,south,good
32961,4646.56,2381,1.0,0,43,6.0,student,west,bad
60079,3451.52,8429,0.409,1,65,1.2,self-employed,south,good
48135,3035.23,6725,0.451,1,29,6.6,salaried,west,good
108419,1049.27,10506,0.1,2,22,1.8,student,midwest,good
61482,5607.02,7680,0.73,1,52,6.4,salaried,northeast,bad
67464,4329.41,8820,0.491,0,71,5.1,retired,midwest,good
76030,1894.16,1506,1.0,1,72,1.6,retired,northeast,bad
65872,5003.65,15554,0.322,1,69,4.7,self-employed,midwest,good
98901,2004.86,7343,0.273,1,51,1.0,retired,northeast,good
52547,1435.99,10790,0.133,1,27,5.7,self-employed,west,good
68892,1480.59,4656,0.318,1,50,1.6,student,west,good
50151,0.0,9232,0.0,0,23,5.7,salaried,northeast,good
38600,3943.08,2789,1.0,1,71,1.3,student,south,bad
52765,0.0,9808,0.0,2,71,1.7,student,west,good
64259,543.11,6576,0.083,0,29,7.5,salaried,northeast,good
56414,0.0,8117,0.0,1,30,4.2,salaried,south,good
51152,2827.86,10792,0.262,1,66,1.8,self-employed,northeast,good
36874,2699.36,3070,0.879,0,70,3.7,self-employed,south,bad
63338,2346.61,5262,0.446,0,67,3.7,salaried,midwest,good
34906,914.84,9829,0.093,0,46,2.8,retired,midwest,good
80201,655.53,16393,0.04,0,21,3.7,salaried,midwest,good
66649,3928.74,7448,0.528,0,50,6.0,self-employed,south,good
35849,1898.9,10365,0.183,2,58,5.0,salaried,midwest,good
58816,3632.72,7572,0.48,2,35,4.3,salaried,west,bad
49957,1229.5,15769,0.078,2,45,1.8,retired,midwest,good
71383,3362.13,1011,1.0,0,26,1.3,salaried,west,bad
91809,5606.56,8378,0.669,0,38,3.1,salaried,northeast,good
27497,4172.33,1498,1.0,1,21,5.1,salaried,south,bad
67301,2175.17,1000,1.0,1,23,0.7,salaried,south,bad
61797,3514.4,9190,0.382,1,37,2.4,retired,northeast,good
78427,2518.67,8558,0.294,0,68,4.2,student,south,good
69264,3015.76,6861,0.44,0,28,6.5,self-employed,northeast,good
49961,2348.78,7575,0.31,0,69,0.5,student,midwest,good
58619,2671.33,20393,0.131,0,60,3.0,salaried,west,good
49079,3424.19,6967,0.491,1,37,2.3,salaried,midwest,good
86520,1013.28,10040,0.101,0,45,3.2,self-employed,midwest,good
65426,968.24,5403,0.179,1,61,4.3,student,northeast,good
103024,222.91,9181,0.024,2,32,1.0,salaried,south,good
63787,0.0,7047,0.0,0,49,1.7,salaried,midwest,good
50832,565.43,6358,0.089,0,45,1.9,student,south,good
34726,3318.93,15276,0.217,2,71,2.6,self-employed,south,bad
28937,1214.42,12709,0.096,1,56,5.8,salaried,west,good
33317,4027.23,8547,0.471,2,73,1.6,salaried,south,bad
70343,3069.43,1000,1.0,2,74,2.1,salaried,northeast,bad
75175,0.0,6556,0.0,0,45,1.3,salaried,northeast,good
33376,4309.95,18812,0.229,1,49,2.6,salaried,south,good
82901,4621.6,7077,0.653,1,31,2.7,student,midwest,good
55339,1012.27,12413,0.082,1,24,2.9,salaried,west,good
67936,3840.38,13768,0.279,0,34,10.3,salaried,midwest,good
97244,1287.0,8876,0.145,2,66,5.1,salaried,south,good
82937,3195.34,4633,0.69,0,58,3.1,self-employed,midwest,bad
59629,471.0,1000,0.471,0,37,4.3,self-employed,west,good
47176,0.0,10737,0.0,0,22,2.2,salaried,northeast,good
21964,2234.37,4741,0.471,0,28,9.2,salaried,northeast,good
50617,2752.54,8705,0.316,2,56,5.2,self-employed,south,good
60777,2204.64,3001,0.735,2,30,4.8,self-employed,west,bad
45256,631.94,6939,0.091,1,27,6.6,salaried,west,good
62375,2200.2,8135,0.27,1,56,8.0,self-employed,west,good
66537,3538.59,9074,0.39,0,36,1.6,self-employed,south,good
60503,2910.21,3541,0.822,2,34,6.2,salaried,west,bad
52000,3365.0,12788,0.263,1,36,4.1,salaried,northeast,good
68373,1659.77,5612,0.296,1,45,3.8,self-employed,northeast,good
73839,5343.44,1302,1.0,2,61,7.4,salaried,midwest,bad
43192,647.65,7564,0.086,1,24,1.7,self-employed,midwest,good
93219,3975.12,8138,0.488,0,49,3.2,self-employed,south,good
63028,5363.78,8642,0.621,3,26,2.9,self-employed,northeast,bad
65377,3961.82,13449,0.295,0,21,4.1,salaried,northeast,good
79164,2594.95,7054,0.368,1,59,4.2,salaried,west,good
69664,1943.41,7522,0.258,1,21,6.0,student,west,good
84063,5072.18,3587,1.0,1,71,3.3,self-employed,south,bad
70742,154.05,11282,0.014,0,60,7.7,self-employed,south,good
52751,1059.75,8737,0.121,0,23,4.4,salaried,west,good
72230,2204.88,6320,0.349,1,21,1.6,student,south,good
42125,5475.31,1000,1.0,0,21,2.2,retired,south,bad
67171,3759.54,13778,0.273,1,59,4.8,retired,west,good
64335,1063.91,3089,0.344,1,41,4.2,salaried,northeast,good
60838,2379.38,5635,0.422,0,65,4.1,salaried,west,good
62429,1771.35,9433,0.188,1,50,8.4,self-employed,south,good
27363,1580.42,3214,0.492,0,52,5.7,self-employed,south,bad
54026,4957.78,2026,1.0,0,53,2.5,retired,midwest,bad
66857,256.51,1000,0.257,1,68,3.0,student,south,good
68197,6217.56,10884,0.571,1,42,2.4,salaried,south,good
44446,4656.46,5819,0.8,0,50,1.9,salaried,northeast,bad
90314,5181.72,19709,0.263,1,74,8.7,self-employed,midwest,good
47677,2074.12,4023,0.516,1,66,4.2,self-employed,south,good
84389,2700.12,4314,0.626,1,24,1.4,retired,south,good
73544,133.7,5738,0.023,1,43,7.3,salaried,south,good
52075,1950.68,8973,0.217,0,64,2.0,self-employed,northeast,good
100506,3987.31,6119,0.652,0,45,3.7,salaried,west,good
41127,5592.13,10449,0.535,0,32,3.4,salaried,midwest,good
83383,785.69,4086,0.192,0,37,1.1,salaried,south,good
85012,2268.99,2474,0.917,1,73,0.8,self-employed,west,bad
51588,2697.4,1000,1.0,2,35,5.1,retired,northeast,bad
92849,208.42,1000,0.208,0,30,6.4,salaried,south,good
59999,4182.7,5928,0.706,1,55,3.9,student,midwest,bad
70774,1552.02,6796,0.228,1,72,11.8,self-employed,northeast,good
70206,2609.22,5474,0.477,0,72,2.2,salaried,midwest,good
62314,2096.1,12974,0.162,1,49,0.9,retired,south,good
81216,1421.32,12912,0.11,2,32,4.2,salaried,west,good
80870,2985.91,6661,0.448,0,21,1.7,student,midwest,good
30029,2568.78,1000,1.0,1,21,3.2,salaried,west,bad
91087,2256.28,5733,0.394,0,30,5.7,student,south,good
31750,1543.08,5601,0.276,1,38,2.3,salaried,midwest,good
85651,3639.05,5371,0.677,0,67,3.2,student,midwest,good
87534,6307.23,5209,1.0,0,22,6.2,salaried,midwest,bad
43181,3279.77,5386,0.609,1,69,2.9,student,west,good
56784,4992.24,6454,0.774,1,28,4.2,retired,northeast,bad
42886,219.56,5458,0.04,2,42,4.6,salaried,west,good
60702,3315.52,8833,0.375,0,42,2.9,salaried,northeast,good
58839,805.26,9441,0.085,0,46,3.0,self-employed,south,good
80593,46.15,4357,0.011,1,46,3.2,salaried,south,good
91206,1521.26,13084,0.116,0,29,2.2,salaried,midwest,good
92914,5383.8,4080,1.0,1,41,4.1,self-employed,northeast,bad
53757,4900.03,1529,1.0,0,51,2.2,self-employed,midwest,bad
60816,3486.01,9523,0.366,0,72,2.4,self-employed,south,good
31331,0.0,4730,0.0,1,63,1.7,salaried,northeast,good
48883,2607.44,9285,0.281,0,26,6.5,self-employed,northeast,good
84297,3603.4,1000,1.0,0,34,1.3,salaried,south,bad
97312,3351.07,13570,0.247,0,53,8.5,salaried,northeast,good
40313,0.0,10689,0.0,1,27,3.0,self-employed,south,good
53151,1219.36,1998,0.61,1,44,2.5,salaried,west,good
64472,2871.84,2085,1.0,1,29,1.7,retired,midwest,bad
70603,4072.58,14689,0.277,1,31,1.9,student,midwest,good
48808,0.0,5050,0.0,0,43,2.2,salaried,midwest,good
73481,2675.75,4663,0.574,2,68,13.6,retired,south,bad
55523,3286.1,1000,1.0,1,71,2.2,salaried,south,bad
64711,4699.22,6597,0.712,1,22,4.3,retired,west,bad
75926,4385.72,7089,0.619,1,35,2.8,retired,northeast,good
65128,4165.14,10862,0.383,0,55,8.9,self-employed,midwest,good
56272,1400.12,2404,0.582,1,56,3.7,salaried,northeast,good
62808,0.0,1919,0.0,0,72,1.5,salaried,northeast,good
63233,2213.89,9804,0.226,1,74,2.4,self-employed,northeast,good
57600,5003.26,12027,0.416,0,48,10.8,self-employed,northeast,good
59824,5786.91,1715,1.0,0,59,5.2,salaried,west,bad
96973,4421.1,12326,0.359,1,64,3.2,retired,south,good
76218,3858.68,8150,0.473,2,24,1.8,salaried,west,bad
59090,3759.28,12367,0.304,2,30,1.9,retired,midwest,good
78939,1887.76,7719,0.245,1,26,1.6,student,south,good
58324,2739.88,1000,1.0,2,50,1.1,student,west,bad
88462,6338.14,7392,0.857,0,74,5.0,salaried,northeast,bad
72393,1114.88,12241,0.091,0,66,4.5,salaried,northeast,good
62854,6229.56,4425,1.0,0,55,3.5,self-employed,midwest,bad
73954,2355.94,6448,0.365,0,69,7.0,salaried,south,good
33582,5650.86,7295,0.775,2,63,4.9,retired,midwest,bad
42465,186.37,1000,0.186,2,30,1.2,salaried,northeast,good
41121,4171.81,14685,0.284,1,73,3.3,salaried,south,good
67859,1526.46,4394,0.347,2,52,5.3,salaried,midwest,good
99650,169.47,10023,0.017,1,62,3.3,salaried,midwest,good
109626,3437.07,7653,0.449,0,62,3.5,student,midwest,good
77761,5018.94,13030,0.385,1,23,1.1,student,northeast,good
75017,1310.12,9624,0.136,0,46,2.2,self-employed,west,good
28979,1.97,7060,0.0,3,35,4.3,salaried,west,good
54147,2816.31,4426,0.636,0,37,3.0,salaried,northeast,good
49244,2825.13,11191,0.252,1,47,1.2,self-employed,northeast,good
52583,4096.64,1000,1.0,1,38,5.3,student,northeast,bad
61637,4899.19,10584,0.463,4,71,2.9,salaried,south,bad
55558,2881.17,3604,0.799,2,39,3.4,student,south,bad
25414,6711.01,13009,0.516,1,32,1.3,salaried,south,good
79958,3448.47,8645,0.399,1,44,1.0,salaried,west,good
43545,2307.15,10576,0.218,0,25,3.5,student,south,good
69785,0.0,8328,0.0,1,44,6.5,self-employed,west,good
106482,2474.68,1000,1.0,0,47,5.2,retired,midwest,bad
46612,2327.23,4557,0.511,0,68,4.8,student,northeast,good
15000,4920.61,10690,0.46,0,50,3.7,retired,midwest,good
59280,3924.97,8667,0.453,0,35,1.4,salaried,northeast,good
87019,641.26,12724,0.05,3,67,0.7,student,midwest,good
104167,3344.51,9613,0.348,0,58,11.6,student,midwest,good
40409,4343.06,4133,1.0,2,64,2.9,salaried,south,bad
74934,6056.06,4816,1.0,3,54,2.3,salaried,south,bad
55694,4775.01,8412,0.568,1,47,3.4,salaried,south,good
62881,4521.69,1000,1.0,0,40,1.7,self-employed,northeast,bad
117887,3120.17,14694,0.212,0,61,2.4,self-employed,west,good
34941,3776.62,9767,0.387,0,52,8.4,salaried,northeast,good
70075,5499.01,12908,0.426,0,24,4.0,self-employed,west,good
74354,334.45,1678,0.199,0,25,4.6,retired,northeast,good
86716,2301.12,12978,0.177,3,73,3.0,student,midwest,good
66960,1454.86,16926,0.086,2,28,6.0,salaried,northeast,good
71161,3758.31,2716,1.0,2,42,6.0,salaried,south,bad
57167,5460.44,11086,0.493,2,62,2.8,salaried,west,bad
70383,1806.05,8004,0.226,0,27,3.3,salaried,northeast,good
58136,0.0,1822,0.0,0,42,6.6,salaried,west,good
77431,2175.56,9972,0.218,0,66,3.4,salaried,west,good
57608,4826.95,11334,0.426,1,50,2.6,salaried,northeast,good
72542,4075.26,5595,0.728,0,57,2.8,salaried,west,bad
64415,3856.37,12664,0.305,1,36,2.4,student,west,good
87521,2440.01,1333,1.0,0,35,3.4,salaried,south,bad
63972,441.94,2021,0.219,0,25,2.5,salaried,northeast,good
29539,4030.59,8546,0.472,1,23,3.4,salaried,west,good
90238,1331.44,8102,0.164,0,43,2.1,retired,south,good
46885,7368.19,5134,1.0,0,30,4.0,salaried,south,bad
51925,4141.01,11238,0.368,2,25,4.4,student,northeast,good
53087,1838.7,10124,0.182,0,43,4.8,salaried,northeast,good
92489,1777.23,11433,0.155,1,35,4.4,self-employed,south,good
22287,2814.11,7507,0.375,0,38,5.8,self-employed,south,good
127755,2521.0,10410,0.242,2,45,3.5,salaried,midwest,good
86121,5233.67,6217,0.842,3,28,3.3,salaried,west,bad
69465,3372.83,16215,0.208,0,51,2.2,salaried,south,good
63902,1536.74,4750,0.324,1,41,5.1,salaried,northeast,good
70711,6780.88,16421,0.413,2,22,2.3,retired,south,good
75422,3098.62,8140,0.381,1,42,0.9,salaried,west,good
77904,4537.68,2498,1.0,2,28,2.2,salaried,midwest,bad
76112,1783.55,13472,0.132,1,43,5.3,salaried,south,good
66792,3726.23,8504,0.438,1,52,4.7,salaried,south,good
61053,3622.22,11404,0.318,0,28,3.8,self-employed,south,good
61975,0.0,12895,0.0,1,24,10.3,salaried,south,good
61102,7030.55,9352,0.752,0,50,4.1,retired,west,bad
87675,5581.29,5631,0.991,0,39,2.0,salaried,northeast,bad
76871,2205.61,11903,0.185,0,43,1.8,student,south,good
15000,795.46,8003,0.099,3,38,4.4,salaried,west,good
78118,3695.12,10743,0.344,1,73,7.2,student,midwest,good
68895,3173.4,1000,1.0,1,49,3.3,salaried,northeast,bad
64626,3711.34,9788,0.379,0,43,4.1,salaried,northeast,good
57230,3383.15,5446,0.621,1,53,4.3,self-employed,midwest,bad
87482,4012.48,14613,0.275,2,72,10.5,salaried,west,good
83951,5894.61,10492,0.562,0,67,5.6,student,west,good
49542,4136.21,8959,0.462,2,38,6.4,salaried,midwest,bad
73141,900.69,9945,0.091,0,74,1.9,salaried,south,good
45567,5725.13,4006,1.0,1,64,2.3,retired,south,bad
37408,6281.23,14493,0.433,0,53,2.2,salaried,south,good
52466,9304.11,15965,0.583,0,27,2.9,self-employed,south,good
82248,753.01,9572,0.079,4,71,3.5,salaried,west,good
84063,3485.76,14362,0.243,0,48,4.0,self-employed,west,good
75262,0.0,5723,0.0,1,21,3.2,self-employed,midwest,good
79502,4106.3,4812,0.853,1,59,2.2,retired,west,bad
75324,1903.6,8164,0.233,0,54,1.6,student,west,good
52170,6846.89,9740,0.703,2,59,4.2,salaried,south,bad
73638,1450.77,6424,0.226,1,39,4.9,salaried,northeast,good
81008,0.0,10151,0.0,0,51,2.9,student,south,good
80086,2057.47,9226,0.223,1,33,1.1,salaried,northeast,good
88778,0.0,4007,0.0,1,44,5.6,retired,south,good
79166,4502.2,10075,0.447,1,25,2.9,salaried,south,good
72029,0.0,11454,0.0,0,43,1.3,retired,midwest,good
86403,3056.92,8686,0.352,0,39,3.3,student,northeast,good
64470,0.0,12611,0.0,2,21,5.8,self-employed,west,good
47363,2359.4,3130,0.754,1,53,2.6,salaried,west,bad
61739,6286.76,9872,0.637,0,70,0.5,salaried,midwest,bad
50102,3721.3,3319,1.0,1,53,2.8,retired,northeast,bad
